Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Brian Serven","TOR",28,63,71,10,6,4,0,0,6,3,5,0,22,2,0,1,0,0,0,0.158730158,"Brian Serven",19422,661531
"Tyler Locklear","SEA",16,45,49,7,4,1,0,2,3,3,3,0,20,1,0,0,3,1,0,0.155555555,"Tyler Locklear",31396,682988
"José Fermín","STL",45,71,79,11,9,1,1,0,7,4,7,0,11,1,0,0,3,2,1,0.154929577,"Jose Fermin",21746,665877
"Yan Gomes","CHC",34,91,96,14,10,2,0,2,7,7,2,0,36,1,1,1,2,0,0,0.153846153,"Yan Gomes",9627,543228
"Omar Narváez","NYM",28,65,69,10,8,2,0,0,4,5,3,0,12,0,0,1,2,0,0,0.153846153,"Omar Narvaez",13338,553882
"Seby Zavala","SEA",18,39,43,6,3,2,0,1,4,2,3,0,16,0,0,1,2,0,0,0.153846153,"Seby Zavala",18887,664874
"DaShawn Keirsey Jr.","MIN",6,13,14,2,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0.153846153,"DaShawn Keirsey Jr.",24496,680577
"Joey Wiemer","- - -",21,26,28,4,4,0,0,0,2,0,2,0,9,0,0,0,0,1,1,0.153846153,"Joey Wiemer",27690,686894
"Blake Dunn","CIN",19,26,29,4,2,1,0,1,8,1,2,0,11,1,0,0,1,2,0,0.153846153,"Blake Dunn",29487,694362
"Austin Hedges","CLE",66,132,146,20,15,3,0,2,12,15,6,0,50,3,2,3,2,2,0,0.151515151,"Austin Hedges",12976,595978
"Miguel Vargas","- - -",72,206,237,31,19,7,0,5,22,16,25,0,57,3,3,0,4,3,1,0.150485436,"Miguel Vargas",20178,678246
"Jamie Westbrook","BOS",21,40,48,6,2,2,0,2,4,7,4,0,14,1,2,0,0,0,0,0.15,"Jamie Westbrook",15504,642197
"Mike Ford","CIN",17,60,62,9,7,0,1,1,2,4,2,0,15,0,0,0,1,0,0,0.15,"Mike Ford",15585,645801
"Keston Hiura","LAA",10,27,27,4,4,0,0,0,1,1,0,0,10,0,0,0,0,0,1,0.148148148,"Keston Hiura",20003,669374
"James Outman","LAD",53,136,156,20,12,4,0,4,12,11,16,0,55,4,0,0,0,2,1,0.147058823,"James Outman",24770,681546
"Brett Harris","OAK",36,103,123,15,9,3,0,3,15,12,17,0,25,2,1,0,3,0,3,0.145631067,"Brett Harris",29788,695391
"Henry Davis","PIT",37,104,122,15,10,4,0,1,9,5,13,0,45,1,2,1,1,0,0,0.144230769,"Henry Davis",29617,680779
"Jakson Reetz","SFG",6,14,15,2,0,1,0,1,1,1,1,0,5,0,0,0,1,0,0,0.142857142,"Jakson Reetz",17837,656883
"Taylor Trammell","- - -",10,7,8,1,1,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0.142857142,"Taylor Trammell",19960,666211
"Alan Trejo","COL",28,63,67,9,9,0,0,0,4,1,2,0,15,1,0,1,2,0,0,0.142857142,"Alan Trejo",20056,676701
"Aaron Hicks","LAA",18,57,63,8,7,0,0,1,6,5,6,0,23,0,0,0,1,0,0,0.140350877,"Aaron Hicks",5297,543305
"Akil Baddoo","DET",31,73,82,10,4,2,2,2,7,5,8,0,27,0,1,0,0,1,0,0.136986301,"Akil Baddoo",22168,668731
"Ryan Noda","OAK",36,95,111,13,8,4,0,1,8,4,14,0,37,1,0,1,0,0,0,0.136842105,"Ryan Noda",23312,676116
"Donovan Walton","SFG",9,22,25,3,2,0,0,1,3,2,2,0,7,1,0,0,2,0,0,0.136363636,"Donovan Walton",19314,622268
"Bobby Dalbec","BOS",37,83,93,11,8,2,0,1,6,8,8,0,43,1,0,1,1,3,0,0.13253012,"Bobby Dalbec",19966,666915
"Travis Blankenhorn","WSN",13,31,32,4,3,1,0,0,2,5,1,0,9,0,0,0,0,0,0,0.129032258,"Travis Blankenhorn",18395,663905
"Johnathan Rodríguez","CLE",13,31,40,4,3,1,0,0,6,5,9,0,14,0,0,0,1,0,0,0.129032258,"Johnathan Rodriguez",22530,671286
"Zack Short","- - -",42,70,88,9,6,3,0,0,11,5,14,0,24,1,0,3,0,2,1,0.128571428,"Zack Short",19562,670097
"Chuckie Robinson","CHW",26,70,76,9,9,0,0,0,2,0,5,0,20,1,0,0,1,0,0,0.128571428,"Chuckie Robinson",19824,642020
"Davis Wendzel","TEX",27,47,49,6,3,2,0,1,2,2,1,0,12,1,0,0,1,0,0,0.127659574,"Davis Wendzel",26469,673995
"CJ Alexander","KCR",4,8,8,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.125,"CJ Alexander",20557,680769
"Braden Shewmake","CHW",29,64,67,8,5,2,0,1,4,4,1,0,10,0,2,0,0,5,1,0.125,"Braden Shewmake",25817,669699
"Graham Pauley","SDP",13,32,32,4,2,0,0,2,4,5,0,0,15,0,0,0,1,0,0,0.125,"Graham Pauley",31363,688363
"José Abreu","HOU",35,113,120,14,10,2,0,2,10,7,4,0,28,2,1,0,4,0,0,0.123893805,"Jose Abreu",15676,547989
"Alex Jackson","TBR",58,139,155,17,7,7,0,3,17,12,12,0,53,2,1,1,2,1,0,0.122302158,"Alex Jackson",17276,656577
"Trenton Brooks","SFG",12,25,29,3,3,0,0,0,3,1,4,0,6,0,0,0,1,1,0,0.12,"Trenton Brooks",19384,670092
"Ryan Kreidler","DET",35,59,65,7,6,0,0,1,9,2,6,0,19,0,0,0,2,5,3,0.118644067,"Ryan Kreidler",25867,668952
"Martín Maldonado","CHW",48,135,147,16,9,3,0,4,9,11,8,0,51,1,0,3,5,0,0,0.118518518,"Martin Maldonado",6887,455117
"Tom Murphy","SFG",13,34,38,4,2,1,0,1,3,2,4,0,14,0,0,0,0,0,0,0.117647058,"Tom Murphy",13499,608596
"Isaac Collins","MIL",11,17,19,2,2,0,0,0,0,0,2,0,10,0,0,0,0,1,0,0.117647058,"Isaac Collins",25477,686555
"Kyren Paris","LAA",21,51,59,6,3,2,0,1,4,5,7,0,17,0,0,0,1,1,0,0.117647058,"Kyren Paris",26420,677347
"Matt Mervis","CHC",9,26,28,3,2,1,0,0,1,3,1,0,8,0,0,0,0,0,0,0.115384615,"Matt Mervis",27845,670223
"Rob Brantly","TBR",3,9,9,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.111111111,"Rob Brantly",10655,542963
"Edwin Ríos","CIN",5,9,10,1,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0.111111111,"Edwin Rios",18316,621458
"Bubba Thompson","CIN",17,18,18,2,1,1,0,0,5,0,0,0,11,0,0,0,1,5,0,0.111111111,"Bubba Thompson",22261,669352
"Vinny Capra","MIL",3,9,9,1,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,0.111111111,"Vinny Capra",25040,681962
"Tristan Gray","- - -",15,28,31,3,2,1,0,0,0,0,3,0,16,0,0,0,0,0,0,0.107142857,"Tristan Gray",19877,656484
"Niko Goodrum","- - -",13,29,33,3,3,0,0,0,2,0,3,0,10,0,0,1,0,1,1,0.103448275,"Niko Goodrum",12092,592348
"Levi Jordan","CIN",7,10,11,1,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0.1,"Levi Jordan",25138,682119
"Kevin Alcántara","CHC",3,10,10,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.1,"Kevin Alcantara",25971,682634
"Pedro León","HOU",7,20,21,2,2,0,0,0,2,0,1,0,10,0,0,0,2,2,0,0.1,"Pedro Leon",27781,694175
"Nacho Alvarez Jr.","ATL",8,30,32,3,3,0,0,0,1,0,0,0,10,2,0,0,1,0,0,0.1,"Nacho Alvarez Jr.",31765,805373
"Coby Mayo","BAL",17,41,46,4,4,0,0,0,4,0,4,0,22,1,0,0,1,0,0,0.097560975,"Coby Mayo",28312,691723
"Aledmys Díaz","- - -",14,33,34,3,3,0,0,0,2,1,1,0,9,0,0,0,0,0,0,0.09090909,"Aledmys Diaz",15937,649557
"Tyler Heineman","- - -",8,12,16,1,1,0,0,0,2,0,3,0,6,1,0,0,0,0,0,0.083333333,"Tyler Heineman",13897,623168
"Luis Vázquez","CHC",11,12,14,1,1,0,0,0,2,1,0,0,6,1,1,0,1,0,0,0.083333333,"Luis Vazquez",23442,676679
"Bryce Teodosio","LAA",5,12,12,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0.083333333,"Bryce Teodosio",29524,669326
"Rafael Ortega","CHW",14,14,17,1,1,0,0,0,4,1,2,0,4,0,1,0,1,2,0,0.071428571,"Rafael Ortega",10323,542364
"Sam Haggerty","SEA",8,15,16,1,1,0,0,0,1,1,1,0,4,0,0,0,0,1,0,0.066666666,"Sam Haggerty",18054,664059
"Kameron Misner","TBR",8,15,15,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.066666666,"Kameron Misner",26374,670224
"Justin Foscue","TEX",15,42,44,2,1,1,0,0,3,1,2,0,18,0,0,0,0,0,0,0.047619047,"Justin Foscue",27501,679822
"Jace Peterson","ARI",14,22,26,1,1,0,0,0,2,1,3,0,6,0,1,0,1,0,0,0.045454545,"Jace Peterson",12325,607054
"Joe Hudson","NYM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Joe Hudson",14412,621529
"Tony Kemp","BAL",5,9,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"Tony Kemp",14894,643393
"Aramis Garcia","PHI",3,7,7,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,"Aramis Garcia",16925,605244
"Eddy Alvarez","NYM",13,9,11,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,"Eddy Alvarez",16959,657193
"Brian Anderson","ATL",3,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,"Brian Anderson",18289,605119
"Cooper Hummel","HOU",6,8,8,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,"Cooper Hummel",19458,669450
"Daniel Johnson","BAL",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Daniel Johnson",19643,669288
"Sandro Fabian","TEX",3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandro Fabian",19910,660758
"Kevin Smith","NYY",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kevin Smith",20242,675656
"Brewer Hicklen","MIL",3,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,"Brewer Hicklen",20450,676551
"Nick Maton","BAL",5,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Nick Maton",21635,665155
"Jair Camargo","MIN",5,6,7,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,"Jair Camargo",21730,665856
"Grant Koch","PIT",3,7,8,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,"Grant Koch",22045,667428
"Sam Huff","TEX",3,3,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,"Sam Huff",22209,669087
"David Bañuelos","BAL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"David Banuelos",23250,675915
"Chris Roller","MIL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Chris Roller",23557,676896
"Mickey Gasper","BOS",13,18,23,0,0,0,0,0,1,0,4,0,8,1,0,0,1,0,0,0,"Mickey Gasper",24759,681508
"Grae Kessinger","HOU",23,21,25,0,0,0,0,0,4,0,3,0,7,1,0,0,1,0,0,0,"Grae Kessinger",25813,666197
"Eric Yang","CIN",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Eric Yang",27698,687066
"Tyler Gentry","KCR",3,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Tyler Gentry",27784,694355
